ParticipantID	Color	Rank	Country	Problem1_id	Problem1_memory	Problem1_time	Problem1_language	Problem2_id	Problem2_memory	Problem2_time	Problem2_language	Problem3_id	Problem3_memory	Problem3_time	Problem3_language	Problem4_id	Problem4_memory	Problem4_time	Problem4_language	Problem5_id	Problem5_memory	Problem5_time	Problem5_language	Problem6_id	Problem6_memory	Problem6_time	Problem6_language
29743980	blue	426	Syria	64374018	396	46	GNU C++11	64382997	48	46	GNU C++11	64391956	4	46	GNU C++11	64394482	8	46	GNU C++11	NO	-	-	-	-	-	-	-
29741206	blue	426	-	64375150	16	30	GNU C++17	64380308	24	31	GNU C++17	64387185	12	46	GNU C++17	64394285	12	46	GNU C++17	NO	-	-	-	-	-	-	-
29784342	blue	431	-	64375088	16	31	GNU C++17	64380714	60	61	GNU C++17	64398655	152	249	GNU C++17	64388307	4	31	GNU C++17	NO	-	-	-	-	-	-	-
29733950	blue	432	Индия	64373732	12	46	GNU C++17	64380743	240	31	GNU C++17	64399330	388	77	GNU C++17	64388192	48	46	GNU C++17	-	-	-	-	-	-	-	-
29736740	blue	433	-	64374627	248	30	GNU C++17	64377745	60	31	GNU C++17	64388210	156	187	GNU C++17	64394669	244	46	GNU C++17	-	-	-	-	-	-	-	-
29757513	blue	433	Индия	64373749	1180	31	GNU C++11	64378544	1220	46	GNU C++11	64399747	1184	46	GNU C++11	64388702	1184	46	GNU C++11	-	-	-	-	-	-	-	-
29783865	blue	435	Россия	64374356	156	31	GNU C++17	64377103	564	31	GNU C++17	64397261	280	171	GNU C++17	64387214	388	31	GNU C++17	NO	-	-	-	-	-	-	-
29777247	cyan	436	China	64376271	12	31	GNU C++11	64381140	60	31	GNU C++11	64390019	224	31	GNU C++11	64396167	1392	46	GNU C++11	NO	-	-	-	-	-	-	-
29785347	blue	437	Vietnam	64386183	15668	31	GNU C++17	NO	-	-	-	64407607	8	46	GNU C++17	NO	-	-	-	64382566	52868	202	GNU C++17	-	-	-	-
29780104	blue	438	-	64375198	8	46	GNU C++17	64378306	320	30	GNU C++17	64386030	156	46	GNU C++17	64392473	8	46	GNU C++17	NO	-	-	-	-	-	-	-
29782840	green	439	Azerbaijan	64374468	48	46	GNU C++17	64388126	100	61	GNU C++17	64383959	188	46	GNU C++17	64394351	8	31	GNU C++17	-	-	-	-	-	-	-	-
29755499	blue	439	Iran	64374667	252	46	GNU C++17	64379356	436	46	GNU C++17	64387262	160	31	GNU C++17	64394794	248	31	GNU C++17	-	-	-	-	-	-	-	-
29748900	blue	441	-	64373620	400	31	GNU C++11	64388807	204	31	GNU C++11	64385261	200	31	GNU C++11	NO	-	-	-	64412528	6856	93	GNU C++11	-	-	-	-
29769381	blue	441	Бангладеш	64375409	12	31	GNU C++14	64383480	24	31	GNU C++14	64402632	12	46	GNU C++14	64389231	8	31	GNU C++14	-	-	-	-	-	-	-	-
29752088	blue	441	Бангладеш	64375654	8	46	GNU C++14	64379254	308	15	GNU C++14	64397247	156	31	GNU C++14	64386824	8	31	GNU C++14	-	-	-	-	-	-	-	-
29765265	blue	441	Индия	64375585	4	30	GNU C++17	64379771	436	31	GNU C++17	64399334	160	62	GNU C++17	64388853	12	46	GNU C++17	-	-	-	-	-	-	-	-
29734303	blue	445	-	64374811	8	30	GNU C++14	64385844	248	46	GNU C++14	64397199	152	170	GNU C++14	64391718	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29771442	blue	445	-	64375244	8	30	GNU C++14	64379600	308	15	GNU C++14	64390358	156	171	GNU C++14	64396970	12	31	GNU C++14	NO	-	-	-	-	-	-	-
29736926	blue	445	Japan	64375831	8	31	GNU C11	64381254	20	15	GNU C11	64390178	4	233	GNU C11	64396581	12	46	GNU C11	-	-	-	-	-	-	-	-
29780689	blue	448	Kazakhstan	64374283	792	46	GNU C++14	64379161	960	46	GNU C++14	NO	-	-	-	64407869	1576	46	GNU C++14	64405581	13308	966	GNU C++14	-	-	-	-
29741500	blue	449	Индия	64377601	8	46	GNU C++14	64383389	56	62	GNU C++14	64401041	4	171	GNU C++14	64389721	8	46	GNU C++14	-	-	-	-	-	-	-	-
29749005	blue	449	China	64377123	396	31	GNU C++17	64385150	56	46	GNU C++17	-	-	-	-	64410749	636	46	GNU C++17	64416679	7724	93	GNU C++17	-	-	-	-
29742234	blue	449	Vietnam	64373813	16	46	GNU C++14	64379482	60	46	GNU C++14	64387490	164	31	GNU C++14	64398541	12	46	GNU C++14	NO	-	-	-	-	-	-	-
29734814	blue	452	Romania	64373562	400	31	GNU C++14	64376434	568	30	GNU C++14	64397161	396	30	GNU C++14	64384921	4	46	GNU C++14	NO	-	-	-	-	-	-	-
29783550	blue	453	-	64375127	20	46	GNU C++11	64381843	76	46	GNU C++11	64391571	8	171	GNU C++11	64395934	4	46	GNU C++11	-	-	-	-	-	-	-	-
29771989	blue	453	Индия	64374097	8	31	GNU C++14	64377408	56	46	GNU C++14	64388185	156	46	GNU C++14	64395816	8	46	GNU C++14	-	-	-	-	-	-	-	-
29784239	cyan	453	-	64375008	16	31	GNU C++11	64378940	64	15	GNU C++11	64384924	8	31	GNU C++11	64390300	3920	31	GNU C++11	NO	-	-	-	-	-	-	-
29771830	cyan	453	-	64374464	16	46	GNU C++17	64379932	188	46	GNU C++17	-	-	-	-	64388548	8	46	GNU C++17	64417550	8008	296	GNU C++17	-	-	-	-
29778919	blue	457	Indonesia	64374252	396	46	GNU C++17	64378898	468	31	GNU C++17	64393636	344	62	GNU C++17	64396113	244	31	GNU C++17	-	-	-	-	-	-	-	-
29780754	blue	458	South Korea	64375947	20	31	GNU C++17	64379640	4	31	GNU C++17	64390295	8	31	GNU C++17	64397036	0	31	GNU C++17	-	-	-	-	-	-	-	-
29730248	blue	458	Vietnam	64374065	792	30	GNU C++14	64385424	1108	15	GNU C++14	64380350	940	31	GNU C++14	64390712	836	31	GNU C++14	NO	-	-	-	-	-	-	-
29754366	blue	458	Индия	64375095	46972	30	GNU C++14	64379773	47400	30	GNU C++14	64402674	47128	155	GNU C++14	64387450	46976	46	GNU C++14	NO	-	-	-	-	-	-	-
29782103	blue	458	Бангладеш	64375829	15588	31	GNU C++17	64382255	15888	15	GNU C++17	64396607	15732	186	GNU C++17	64405204	15828	46	GNU C++17	-	-	-	-	-	-	-	-
29749562	blue	462	-	64375113	16	31	GNU C++14	64380659	108	31	GNU C++14	64395656	148	46	GNU C++14	64391276	8	46	GNU C++14	-	-	-	-	-	-	-	-
29773899	cyan	463	-	64375478	16	31	GNU C++14	64383120	440	31	GNU C++14	64404182	160	31	GNU C++14	64389261	48	31	GNU C++14	NO	-	-	-	-	-	-	-
29783348	blue	463	Brazil	64377800	20	31	GNU C++14	64383906	96	62	GNU C++14	64404166	12	218	GNU C++14	64388366	16	46	GNU C++14	-	-	-	-	-	-	-	-
29734486	green	465	Бангладеш	64383595	8	31	GNU C++11	64379187	96	46	GNU C++11	64400137	12	93	GNU C++11	64390594	8	31	GNU C++11	NO	-	-	-	-	-	-	-
29749448	blue	465	China	64375207	8	31	GNU C++14	64381088	20	311	GNU C++14	64389391	172	61	GNU C++14	64394721	15672	31	GNU C++14	NO	-	-	-	-	-	-	-
29781489	blue	467	Россия	64376255	12	15	GNU C++14	64379854	212	31	GNU C++14	64388270	156	186	GNU C++14	64398262	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29729938	blue	467	China	64374825	788	31	GNU C++11	64383900	200	46	GNU C++11	64402390	204	31	GNU C++11	64390382	4	31	GNU C++11	NO	-	-	-	-	-	-	-
29784306	blue	469	-	64375664	12	31	GNU C++14	64381353	204	30	GNU C++14	64391078	12	31	GNU C++14	64396760	12	31	GNU C++14	-	-	-	-	-	-	-	-
29729738	blue	470	China	64374822	0	31	GNU C++14	64383951	168	31	GNU C++14	64389797	24	31	GNU C++14	64393857	7808	46	GNU C++14	-	-	-	-	-	-	-	-
29737906	blue	470	-	64373639	7840	46	GNU C++17	64377326	176	30	GNU C++17	64400508	152	77	GNU C++17	64390243	368	62	GNU C++17	NO	-	-	-	-	-	-	-
29777475	cyan	472	Бангладеш	64374190	248	31	GNU C++17	64389975	364	62	GNU C++17	64387167	144	31	GNU C++17	64399698	244	46	GNU C++17	NO	-	-	-	-	-	-	-
29777935	cyan	472	-	64374584	3920	46	GNU C++17	64380728	60	15	GNU C++17	64390960	156	46	GNU C++17	64397014	8	31	GNU C++17	-	-	-	-	-	-	-	-
29783318	blue	472	Kazakhstan	64376031	2360	30	GNU C++17	64379304	2792	30	GNU C++17	64398030	2360	139	GNU C++11	64390657	2360	31	GNU C++11	-	-	-	-	-	-	-	-
29736859	blue	472	South Korea	64388117	400	46	GNU C++14	64391395	756	62	GNU C++14	64401313	160	233	GNU C++14	64384965	8	46	GNU C++14	-	-	-	-	-	-	-	-
29728251	blue	476	-	64375270	4	31	GNU C++11	64381405	68	31	GNU C++11	64401204	12	124	GNU C++11	64391725	8	31	GNU C++11	-	-	-	-	-	-	-	-
29784084	blue	476	Romania	64374139	12	30	GNU C++17	64379385	60	31	GNU C++17	64389093	156	46	GNU C++17	64398534	244	46	GNU C++17	-	-	-	-	-	-	-	-
29727690	blue	476	Peru	64374544	16	31	GNU C++17	64377832	176	31	GNU C++17	64392818	156	156	GNU C++17	64397063	52	31	GNU C++17	NO	-	-	-	-	-	-	-
29729813	blue	479	China	64373673	248	31	GNU C++17	64388109	104	15	GNU C++17	64384638	24	170	GNU C++17	64392105	244	31	GNU C++17	NO	-	-	-	-	-	-	-
29782464	blue	480	China	64375722	4	46	GNU C++11	64380913	88	62	GNU C++11	64398238	8	140	GNU C++11	64387035	4	31	GNU C++11	NO	-	-	-	-	-	-	-
29771295	blue	480	Индия	64381157	4	30	GNU C++17	64379414	240	31	GNU C++17	64398945	188	170	GNU C++17	64389317	260	46	GNU C++17	NO	-	-	-	-	-	-	-
29767126	blue	482	China	64377258	0	30	GNU C++11	64382879	0	31	GNU C++11	64391819	0	31	GNU C++11	64396022	0	46	GNU C++11	NO	-	-	-	-	-	-	-
29727356	blue	482	Россия	64373502	8	30	GNU C++17	64378880	312	15	GNU C++17	64385377	400	46	GNU C++17	64391329	244	31	GNU C++17	NO	-	-	-	-	-	-	-
29771305	blue	482	Индия	64373745	8	31	GNU C++14	64377174	60	31	GNU C++14	64388053	160	31	GNU C++14	64394016	7840	62	GNU C++14	-	-	-	-	-	-	-	-
29774255	blue	485	Россия	64374325	16	31	GNU C++14	64378634	60	61	GNU C++14	64395247	148	61	GNU C++14	64386075	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29729824	blue	485	China	64376789	248	31	GNU C++17	64380190	988	31	GNU C++17	64388190	152	170	GNU C++17	64392265	12	31	GNU C++17	NO	-	-	-	-	-	-	-
29731379	cyan	485	Россия	64377898	188	30	GNU C++17	64381311	604	31	GNU C++17	64399829	852	186	GNU C++17	64389104	248	46	GNU C++17	-	-	-	-	-	-	-	-
29772668	blue	488	Марокко	64375098	0	124	Java 8	64378759	0	124	Java 8	64386997	0	124	Java 8	64396901	0	140	Java 8	NO	-	-	-	-	-	-	-
29775315	black	488	-	64374869	172	31	GNU C++14	64378756	60	46	GNU C++14	64397741	8	46	GNU C++14	64391567	48	31	GNU C++14	-	-	-	-	-	-	-	-
29764957	blue	490	Индия	64374737	12	46	GNU C++17	64391598	60	15	GNU C++17	64406064	384	78	GNU C++17	64389342	9412	46	GNU C++17	-	-	-	-	-	-	-	-
29733103	blue	490	Индия	64373972	4	31	GNU C++14	64377931	56	30	GNU C++14	64401629	156	202	GNU C++14	64389952	52	46	GNU C++14	-	-	-	-	-	-	-	-
29784353	blue	492	Japan	64376324	8	31	GNU C++17	64382098	204	31	GNU C++17	64389695	340	31	GNU C++17	64397875	8	31	GNU C++17	-	-	-	-	-	-	-	-
29783670	blue	492	Egypt	64375459	0	124	Java 8	64380831	0	140	Java 8	64405052	0	155	Java 8	64389766	0	139	Java 8	-	-	-	-	-	-	-	-
29778833	blue	494	Индия	64376429	4	31	GNU C++14	64382492	60	31	GNU C++14	64397569	160	46	GNU C++14	64390608	52	31	GNU C++14	NO	-	-	-	-	-	-	-
29783458	cyan	495	Индия	64374089	16	46	GNU C++17	64381036	56	46	GNU C++17	64391213	152	187	GNU C++17	64397781	244	46	GNU C++17	-	-	-	-	-	-	-	-
29782667	cyan	496	-	64375279	12	46	GNU C++14	64380313	96	78	GNU C++14	64389959	152	342	GNU C++14	64395515	8	46	GNU C++14	-	-	-	-	-	-	-	-
29731793	blue	497	China	64374533	8	31	GNU C++11	64379235	164	31	GNU C++11	64386970	8	62	GNU C++11	NO	-	-	-	64414753	12980	218	GNU C++11	-	-	-	-
29779011	blue	498	-	64375452	16	15	GNU C++17	64384001	52	31	GNU C++17	64401902	160	46	GNU C++17	64388340	8	31	GNU C++17	-	-	-	-	-	-	-	-
29778236	blue	499	-	64379481	248	30	GNU C++17	64389620	60	31	GNU C++17	64386304	152	46	GNU C++17	64393739	240	46	GNU C++17	-	-	-	-	-	-	-	-
29732677	green	500	Бангладеш	64376254	3920	31	GNU C++17	64380868	4232	61	GNU C++17	64401436	4064	61	GNU C++17	64392677	3924	31	GNU C++17	-	-	-	-	-	-	-	-
29752547	green	501	-	64374519	8	31	GNU C++17	64376865	568	15	GNU C++17	64389794	160	31	GNU C++17	64396733	240	31	GNU C++17	NO	-	-	-	-	-	-	-
29783354	blue	502	Россия	64374319	16	46	GNU C++14	64388218	60	46	GNU C++14	64382755	8	186	GNU C++14	64390744	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29778253	blue	503	China	64375453	8	30	GNU C++11	64380782	24	31	GNU C++11	64416030	264	31	GNU C++14	64378888	8	31	GNU C++14	NO	-	-	-	-	-	-	-
29728196	blue	504	-	64376007	16	46	GNU C++14	64380634	52	62	GNU C++14	64401314	148	46	GNU C++14	64389857	8	31	GNU C++14	-	-	-	-	-	-	-	-
29781994	cyan	505	Индия	64375750	2744	30	GNU C++17	64382572	2272	46	GNU C++17	64407358	1964	31	GNU C++17	64389154	2008	31	GNU C++17	NO	-	-	-	-	-	-	-
29737198	blue	506	Индия	64375023	8	31	GNU C++14	64387452	52	46	GNU C++14	64400436	12	31	GNU C++14	64392215	8	31	GNU C++14	-	-	-	-	-	-	-	-
29769836	blue	506	China	64376192	396	31	GNU C++17	64379403	1968	30	GNU C++17	64401791	1968	46	GNU C++17	64393293	244	46	GNU C++17	NO	-	-	-	-	-	-	-
29732157	blue	506	Индия	64373776	16	31	GNU C++14	64377788	628	30	GNU C++14	64392938	156	170	GNU C++14	64395761	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29766539	blue	509	-	64374993	12	46	GNU C++17	64381078	56	62	GNU C++17	64397735	12	187	GNU C++17	64392124	15860	46	GNU C++17	-	-	-	-	-	-	-	-
29761874	blue	510	Brazil	64374693	8	31	GNU C++17	64382894	320	30	GNU C++17	64400214	156	31	GNU C++17	64387112	244	46	GNU C++17	NO	-	-	-	-	-	-	-
29767721	cyan	511	-	64374534	43060	31	GNU C++14	64379633	43420	46	GNU C++14	64405594	15804	389	GNU C++14	64384743	43068	46	GNU C++14	NO	-	-	-	-	-	-	-
29781316	blue	511	Romania	64380456	12	46	GNU C++17	64388802	68	61	GNU C++17	64400335	16	62	GNU C++11	64387424	4	46	GNU C++17	NO	-	-	-	-	-	-	-
29741579	blue	511	Индия	64374798	4	46	GNU C++17	64379864	320	31	GNU C++17	64406262	156	155	GNU C++17	64391185	244	46	GNU C++17	-	-	-	-	-	-	-	-
29745394	blue	511	Бангладеш	64376215	1028	31	GNU C++17	64383399	840	30	GNU C++17	64392952	796	171	GNU C++17	64397128	836	46	GNU C++17	NO	-	-	-	-	-	-	-
29751611	blue	515	Индия	64373974	0	124	Java 8	64378834	0	124	Java 8	64386930	0	140	Java 8	64401287	0	124	Java 8	-	-	-	-	-	-	-	-
29767592	blue	516	Vietnam	64374105	12	31	GNU C++14	64379014	56	30	GNU C++14	64414632	8	31	GNU C++14	NO	-	-	-	64404150	14820	171	GNU C++14	-	-	-	-
29777041	cyan	516	China	64380448	8	31	GNU C++11	64385561	460	31	GNU C++11	64401841	4	124	GNU C++11	64387793	792	31	GNU C++11	-	-	-	-	-	-	-	-
29735300	blue	516	China	64376605	8	30	GNU C++17	64380631	28	15	GNU C++17	64391526	12	31	GNU C++17	64398694	4	62	GNU C++17	NO	-	-	-	-	-	-	-
29778748	green	519	Бангладеш	64375217	8	30	GNU C++17	64378422	264	46	GNU C++17	64411898	144	46	GNU C++17	64388006	8	46	GNU C++17	-	-	-	-	-	-	-	-
29777254	cyan	519	Узбекистан	64374316	16	31	GNU C++17	64382016	56	30	GNU C++17	64405837	156	46	GNU C++17	64391216	248	62	GNU C++17	-	-	-	-	-	-	-	-
29782635	blue	521	Armenia	64374030	576	140	Python 3	64376567	324	124	Python 3	64387468	656	467	Python 3	64389426	12	530	Python 3	NO	-	-	-	NO	-	-	-
29728379	cyan	521	Ukraine	64376064	4	31	GNU C++14	64379994	316	31	GNU C++14	64392982	160	171	GNU C++14	64395517	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29778522	cyan	523	-	64376046	8	31	GNU C++17	64382505	316	30	GNU C++17	64392917	164	46	GNU C++17	64397922	56	62	GNU C++17	-	-	-	-	-	-	-	-
29762491	cyan	523	Taiwan	64377046	4	31	GNU C++14	64389613	308	62	GNU C++14	64399536	164	171	GNU C++14	64392191	8	31	GNU C++14	NO	-	-	-	-	-	-	-
29782705	blue	523	-	64378055	0	124	Java 8	64382293	0	140	Java 8	64390519	0	529	Java 8	64398700	0	140	Java 8	NO	-	-	-	-	-	-	-
29779863	cyan	526	Egypt	64375504	1576	31	GNU C++17	64380810	1876	30	GNU C++17	64405259	1948	31	GNU C++17	64391751	1808	46	GNU C++17	-	-	-	-	-	-	-	-
29730866	blue	527	Vietnam	64377178	8	46	GNU C++11	64380765	68	46	GNU C++11	64401750	4	187	GNU C++11	64387089	8	46	GNU C++11	-	-	-	-	-	-	-	-
29772940	blue	527	-	64376799	20	31	GNU C++11	64382211	856	31	GNU C++11	64403702	12	108	GNU C++11	64389233	4	31	GNU C++11	-	-	-	-	-	-	-	-
29774359	blue	527	Индия	64375791	240	31	GNU C++17	64380867	312	31	GNU C++17	64400329	156	202	GNU C++17	64388160	8	46	GNU C++17	-	-	-	-	-	-	-	-
29727310	blue	530	Belarus	64373619	12	31	GNU C++17	64377219	312	46	GNU C++17	64387129	148	156	GNU C++17	64396591	248	46	GNU C++17	NO	-	-	-	-	-	-	-
29732368	blue	530	China	64376557	12	31	GNU C++14	64382151	176	46	GNU C++14	64393399	8	46	GNU C++14	64397851	8	31	GNU C++14	NO	-	-	-	-	-	-	-
29739189	cyan	532	Индия	64373826	4	30	GNU C++14	64378375	324	15	GNU C++14	64403654	156	61	GNU C++14	64387518	60	46	GNU C++14	NO	-	-	-	-	-	-	-
29738619	blue	533	Россия	64374143	8	46	GNU C++17	64377439	316	31	GNU C++17	64401234	156	155	GNU C++17	64389060	244	46	GNU C++17	NO	-	-	-	-	-	-	-
29762499	blue	533	China	64375263	8	31	GNU C++17	64380396	68	30	GNU C++17	64393507	224	46	GNU C++17	64398730	240	46	GNU C++17	-	-	-	-	-	-	-	-
29753268	blue	533	Japan	64373899	12	46	GNU C++14	64377041	224	30	GNU C++14	64397706	148	171	GNU C++14	64387829	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29778482	blue	536	-	64375182	16	46	GNU C++17	64379040	60	46	GNU C++17	64403860	396	171	GNU C++17	64387098	8	31	GNU C++17	-	-	-	-	-	-	-	-
29776272	cyan	537	Бангладеш	64375631	84	30	GNU C++14	64381493	28	15	GNU C++14	64401824	8	46	GNU C++14	64390876	7840	46	GNU C++14	-	-	-	-	-	-	-	-
29778027	blue	538	-	64374581	20	46	GNU C++17	64378838	68	46	GNU C++17	64387711	16	46	GNU C++17	64401689	1224	46	GNU C++17	-	-	-	-	-	-	-	-
29732983	blue	539	Бангладеш	64375720	168	30	GNU C++14	64383698	60	46	GNU C++14	64395118	8	61	GNU C++14	64397507	8	31	GNU C++14	NO	-	-	-	-	-	-	-
29776832	blue	539	Belarus	64375186	392	31	GNU C++17	64387088	260	46	GNU C++17	64398462	148	46	GNU C++17	64388333	8	46	GNU C++17	-	-	-	-	-	-	-	-
29783335	blue	541	Japan	64375425	12	31	GNU C++17	64382501	56	46	GNU C++17	64403075	148	202	GNU C++17	64390135	248	46	GNU C++17	NO	-	-	-	-	-	-	-
29784068	blue	541	Россия	64374430	12	46	GNU C++17	64377982	564	15	GNU C++17	64393942	204	186	GNU C++17	64399559	4	31	GNU C++17	NO	-	-	-	-	-	-	-
29734035	blue	543	Vietnam	64373561	16	31	GNU C++17	64376459	436	31	GNU C++17	64392480	12	46	GNU C++17	64397879	56	46	GNU C++17	NO	-	-	-	-	-	-	-
29773502	cyan	544	Индия	64379264	16	46	GNU C++17	64384191	444	30	GNU C++17	64405824	172	218	GNU C++17	64390510	48	46	GNU C++17	-	-	-	-	-	-	-	-
29778909	blue	545	Vietnam	64374542	148	31	GNU C++11	64385963	188	31	GNU C++11	64381551	144	46	GNU C++11	64394163	176	61	GNU C++11	-	-	-	-	-	-	-	-
29772637	cyan	545	-	64377251	0	30	GNU C++14	64383771	0	31	GNU C++14	64408146	28	30	GNU C++14	64390097	0	31	GNU C++14	-	-	-	-	-	-	-	-
29783349	blue	547	Hungary	64374753	4	46	GNU C++11	64379509	160	46	GNU C++11	64402336	8	156	GNU C++11	64388640	988	46	GNU C++11	NO	-	-	-	-	-	-	-
29780501	cyan	548	-	64377556	16	31	GNU C++17	64385054	4536	124	PyPy 2	64395950	164	218	GNU C++17	64390347	160	155	PyPy 2	NO	-	-	-	-	-	-	-
29762046	blue	548	United Kingdom	64374719	12	31	MS C++ 2017	64378189	24	30	MS C++ 2017	64386793	28	234	MS C++ 2017	NO	-	-	-	64414639	7068	295	MS C++ 2017	-	-	-	-
29741490	blue	550	China	64374198	12	31	GNU C++11	64377794	328	30	GNU C++11	64394869	200	31	GNU C++11	64399517	8	31	GNU C++11	NO	-	-	-	-	-	-	-
29730707	blue	551	-	64373658	7836	31	GNU C++17	64390906	308	46	GNU C++17	64397701	12	186	GNU C++17	64385138	244	46	GNU C++17	NO	-	-	-	-	-	-	-
29741273	blue	552	Lithuania	64374796	152	46	GNU C++17	64383222	56	78	GNU C++17	64388325	152	46	GNU C++17	64398520	8	31	GNU C++17	NO	-	-	-	-	-	-	-
29744025	blue	553	Индия	64376073	8	15	GNU C++14	64385321	252	30	GNU C++14	64389532	8	31	GNU C++14	64394399	48	46	GNU C++14	NO	-	-	-	-	-	-	-
29781705	cyan	553	Россия	64375582	16	31	GNU C++17	64378713	56	30	GNU C++17	64404649	160	31	GNU C++17	64390909	8	46	GNU C++17	NO	-	-	-	-	-	-	-
29773187	blue	553	-	64375613	20	31	GNU C++11	64380703	300	46	GNU C++11	64405720	12	31	GNU C++11	64390028	2528	46	GNU C++11	NO	-	-	-	-	-	-	-
29785370	blue	553	-	64383729	8	30	GNU C++17	64387240	316	31	GNU C++17	64401360	180	46	GNU C++17	64385614	240	31	GNU C++17	NO	-	-	-	-	-	-	-
29783383	blue	557	-	64378069	0	124	Java 8	64386924	0	124	Java 8	64391836	0	187	Java 8	64395341	0	124	Java 8	NO	-	-	-	-	-	-	-
29737344	blue	557	Belarus	64374329	168	46	GNU C++14	64383561	108	30	GNU C++14	64391195	160	233	GNU C++14	64397588	4	46	GNU C++14	NO	-	-	-	-	-	-	-
29777474	blue	559	Либерия	64375878	16	31	GNU C++14	64380199	440	31	GNU C++14	64396092	152	62	GNU C++14	64398657	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29769124	green	559	Индия	64376597	1636	140	PyPy 3	64381648	2824	171	PyPy 3	64406265	9196	327	PyPy 3	64392691	1316	171	PyPy 3	NO	-	-	-	-	-	-	-
29783157	blue	561	-	64374552	244	62	GNU C++17	64382816	312	31	GNU C++17	64389430	152	46	GNU C++17	64392151	248	31	GNU C++17	-	-	-	-	-	-	-	-
29755348	blue	562	El Salvador	64374666	12	30	GNU C++14	64378065	212	31	GNU C++14	64404810	400	46	GNU C++17	64391362	244	31	GNU C++17	-	-	-	-	-	-	-	-
29776258	cyan	562	-	64376924	8	46	GNU C++11	64382282	40	46	GNU C++11	64406699	4	187	GNU C++11	64392279	8	31	GNU C++11	-	-	-	-	-	-	-	-
29782961	blue	562	-	64375841	16	46	GNU C++17	64380636	360	61	GNU C++17	64387429	152	46	GNU C++17	64396662	8	46	GNU C++17	-	-	-	-	-	-	-	-
29736837	blue	562	Индия	64373494	172	46	GNU C++14	64375472	84	30	GNU C++14	64389826	156	31	GNU C++14	64394223	8	46	GNU C++14	NO	-	-	-	-	-	-	-
29783449	blue	562	Аргентина	64376568	16	31	GNU C++14	64392336	56	46	GNU C++14	64388082	156	46	GNU C++14	64398957	8	31	GNU C++14	-	-	-	-	-	-	-	-
29749109	blue	567	Vietnam	64375789	400	46	GNU C++14	64382864	448	31	GNU C++14	64405254	540	46	GNU C++14	64386782	796	46	GNU C++14	-	-	-	-	-	-	-	-
29761521	cyan	567	-	64373877	8	30	GNU C++14	64377396	56	30	GNU C++14	64401263	12	31	GNU C++14	64394165	23496	46	GNU C++14	-	-	-	-	-	-	-	-
29727479	cyan	569	Ukraine	64374732	244	46	GNU C++17	64381130	296	62	GNU C++17	64408515	4	46	GNU C++17	64391721	8	31	GNU C++17	-	-	-	-	-	-	-	-
29781737	blue	570	China	64392389	400	31	GNU C++17	64391607	172	31	GNU C++17	64400606	152	202	GNU C++17	64385516	248	31	GNU C++17	-	-	-	-	-	-	-	-
29783245	blue	570	-	64375488	20	46	GNU C++17	64388500	988	30	GNU C++17	64395069	260	46	GNU C++17	64390858	7840	46	GNU C++17	NO	-	-	-	-	-	-	-
29744578	blue	572	Индия	64374175	4	46	GNU C++17	64389947	56	30	GNU C++17	64385977	156	46	GNU C++17	64401331	8	46	GNU C++17	NO	-	-	-	-	-	-	-
29762846	blue	572	South Korea	64377679	44	31	GNU C++14	64386177	304	31	GNU C++14	64393039	172	31	GNU C++14	64398758	20	46	GNU C++14	NO	-	-	-	-	-	-	-
29777451	cyan	572	-	64385719	8	46	GNU C++17	64386957	304	62	GNU C++14	64392003	24	46	GNU C++17	64396772	7840	62	GNU C++17	-	-	-	-	-	-	-	-
29757781	blue	575	Syria	64375219	396	46	GNU C++11	64379798	164	61	GNU C++11	64399336	4	140	GNU C++11	64391425	4	31	GNU C++11	-	-	-	-	-	-	-	-
29729125	cyan	575	Egypt	64379225	8	31	GNU C++17	64384089	320	31	GNU C++17	64402044	152	218	GNU C++17	64391075	244	31	GNU C++17	NO	-	-	-	-	-	-	-
29782510	cyan	577	Индия	64375286	8	46	GNU C++14	64379603	312	31	GNU C++14	64391822	156	46	GNU C++14	64401557	8	46	GNU C++14	-	-	-	-	-	-	-	-
29758477	blue	577	Индия	64377094	792	46	GNU C++17	64383931	836	30	GNU C++17	64392682	160	31	GNU C++17	64399750	240	46	GNU C++17	NO	-	-	-	-	-	-	-
29755510	blue	579	Индия	64375284	16	31	GNU C++14	64380564	828	31	GNU C++14	64390689	4	31	GNU C++14	64401792	60	46	GNU C++14	-	-	-	-	-	-	-	-
29751248	blue	579	Georgia	64374721	796	31	GNU C++17	64389682	1616	31	GNU C++17	64386679	1572	202	GNU C++17	64395226	1808	31	GNU C++17	-	-	-	-	-	-	-	-
29744343	blue	581	-	64373978	96	31	GNU C++17	64377821	80	31	GNU C++17	64389576	152	61	GNU C++17	64400346	8	46	GNU C++17	NO	-	-	-	-	-	-	-
29754593	blue	581	Сербия	64374052	12	31	GNU C++17	64378120	56	15	GNU C++17	64405061	156	186	GNU C++17	64388747	8	31	GNU C++17	NO	-	-	-	-	-	-	-
