ParticipantID	Rank	Country	ProblemA_id	ProblemA_memory	ProblemA_time	ProblemA_language	ProblemB_id	ProblemB_memory	ProblemB_time	ProblemB_language	ProblemC_id	ProblemC_memory	ProblemC_time	ProblemC_language
28923707	84	South Korea	62464667	12	31	GNU C++14	62467617	16	46	GNU C++14	62474299	12	31	GNU C++14	62481498	6312	202	GNU C++14	62486753	5864	93	GNU C++14	-	-	-	-	-	-	-	-
28931828	85	China	62465256	12	31	GNU C++11	62469026	12	31	GNU C++11	62474080	120	31	GNU C++11	62482735	39292	186	GNU C++11	62486587	1332	62	GNU C++11	NO	-	-	-	-	-	-	-
28933840	86	-	62463780	12	31	GNU C++14	62467604	16	46	GNU C++14	-	-	-	-	62482619	9156	966	GNU C++14	62490230	1960	218	GNU C++14	62501142	5196	77	GNU C++14	-	-	-	-
28912121	87	Кыргызстан	62464007	12	31	GNU C++14	62468737	20	46	GNU C++14	62475676	408	31	GNU C++14	62481307	9944	888	GNU C++14	62487768	1976	280	GNU C++14	-	-	-	-	-	-	-	-
28909082	88	China	62465092	12	31	GNU C++11	62471829	8	31	GNU C++11	62475158	12	31	GNU C++11	62481628	5912	77	GNU C++11	62488571	404	46	GNU C++11	-	-	-	-	NO	-	-	-
28899881	89	Россия	62463765	8	46	GNU C++17	62470044	12	31	GNU C++17	62473679	12	31	GNU C++17	62485090	18304	327	GNU C++17	62485891	2364	77	GNU C++17	-	-	-	-	-	-	-	-
28904415	89	Vietnam	62464243	12	31	GNU C++14	62475515	12	46	GNU C++14	62472224	12	31	GNU C++14	62491630	8088	202	GNU C++14	62481564	408	62	GNU C++14	-	-	-	-	-	-	-	-
28897958	91	Индия	62463756	12	46	GNU C++17	62468513	16	15	GNU C++17	62476826	12	31	GNU C++17	62482340	9252	280	GNU C++17	62488720	19808	156	GNU C++17	NO	-	-	-	-	-	-	-
28934450	92	-	62464757	12	31	GNU C++17	62468635	16	46	GNU C++17	62471885	12	46	GNU C++17	62479528	12136	202	GNU C++17	62493532	1772	62	GNU C++17	-	-	-	-	-	-	-	-
28924709	93	Россия	62463595	8	30	GNU C++17	62467954	20	31	GNU C++17	62501040	16	31	GNU C++14	62474715	10724	280	GNU C++17	62479716	6452	140	GNU C++17	-	-	-	-	-	-	-	-
28909624	94	China	62463602	8	31	GNU C++17	62470032	24	31	GNU C++17	62475738	408	46	GNU C++17	62480026	10528	187	GNU C++17	62490229	3096	655	GNU C++17	-	-	-	-	-	-	-	-
