A_name,B_name,A_vec,B_vec
28925131_62464538,28925131_62468025,"[-0.265848    0.36529595  0.1164767   0.26626694 -0.33254358  0.25422
  0.00853819 -0.3954462  -0.01035305  0.28558034 -0.13251399  0.15628636
  0.19389948 -0.35746586  0.47973838 -0.03541063 -0.19175915  0.06860843
  0.21523261  0.0874773   0.11093123  0.01030889  0.40630144 -0.19299029
  0.09609623  0.21535903  0.1721911  -0.06400461  0.6476066  -0.18802452
 -0.01645638  0.16175815  0.21490516 -0.36000806 -0.39104158 -0.02851277
 -0.14193688 -0.53550845 -0.46741703 -0.02319157  0.27405566  0.22304651
 -0.12074649 -0.02111134 -0.22626948 -0.11998521 -0.05173638 -0.28069678
 -0.20561793 -0.74483824 -0.03928524  0.0295133   0.01449227  0.05233822
  0.3342373   0.1001865   0.19202939 -0.01515681  0.26031083  0.11625079
  0.0885487  -0.08893421  0.20480146  0.18126412  0.0365476   0.04443286
 -0.0984328  -0.42444205  0.09137294 -0.5124524  -0.6884801  -0.10652867
  0.05649328 -0.33576426  0.20437363  0.08644091  0.02369961 -0.39354688
 -0.485484    0.33270243  0.12666933  0.06810156  0.02548057 -0.03783988
 -0.31407765  0.07155192 -0.06461088 -0.14011778  0.04999194  0.3236786
 -0.00290012 -0.28607067 -0.15243722  0.07824517  0.23418659 -0.0606874
  0.22801426  0.17884682 -0.4519225   0.18971416]","[-3.43317389e-01  8.11993480e-02 -1.91651538e-01  9.82034206e-02
 -1.90850183e-01 -2.29399465e-02  3.57123405e-01  2.10535794e-01
 -1.49467200e-01  1.98449880e-01 -7.30581880e-02 -3.88250453e-04
 -7.23047480e-02  3.57638687e-01  1.78215340e-01  9.63206962e-02
  2.40141340e-02 -1.41582131e-01  1.09598845e-01  1.96556613e-01
  9.89342704e-02  5.72671965e-02  1.43486425e-01 -1.57336056e-01
 -1.94773227e-01  6.41388446e-02 -5.70632368e-02 -1.05352692e-01
  3.15904796e-01  3.85599136e-01 -1.45171717e-01 -5.81737570e-02
  3.97403054e-02  9.55865066e-03 -3.52591544e-01  1.06061399e-01
 -8.47400725e-02 -7.22740591e-02 -9.18826684e-02 -3.45786035e-01
  3.42553272e-03  5.19680642e-02  3.37412298e-01  1.32970080e-01
  2.02288497e-02  5.66682443e-02 -5.69023378e-02  3.57560292e-02
 -2.25714728e-01 -1.50088593e-01 -1.95703849e-01 -7.14743286e-02
  1.24981485e-01 -2.62140870e-01 -3.55308247e-03 -6.21149726e-02
  3.28054130e-01  2.22575068e-01 -1.45867541e-01  6.35254607e-02
  1.47520408e-01 -1.38194457e-01  1.61432624e-01 -1.32898584e-01
  2.00783134e-01  1.23696566e-01 -4.33492102e-03 -4.28046584e-01
  9.07396749e-02  2.30389182e-02  2.41461936e-02  2.57517189e-01
  3.20733875e-01 -2.69010693e-01 -7.57882223e-02 -1.59435496e-01
  3.13535720e-01 -1.26618281e-01 -5.81973530e-02  4.50454652e-02
  1.92302547e-03  2.90694330e-02  1.58914387e-01  3.19631137e-02
  2.90987324e-02  8.36011544e-02 -1.95917457e-01 -1.26744255e-01
 -6.40808493e-02  1.91487819e-01  9.08785034e-03 -2.82677323e-01
  1.22053251e-01  1.08482525e-01  8.75033215e-02 -3.29624638e-02
  1.19701654e-01 -7.63151869e-02 -4.66187336e-02  8.65499023e-03]"
28893354_62470923,28893354_62475976,"[-3.5916036e-01  1.5806496e-01 -1.3393570e-01  5.1827765e-01
  3.8407460e-01 -2.5930327e-01  6.0728198e-01 -2.7341306e-01
 -2.4782856e-01  1.9158415e-02 -1.2324203e-01 -1.7373390e-01
  1.2658608e-01  8.5328780e-02  1.3834390e-01 -3.6994316e-02
 -2.4744071e-01 -2.6180241e-01  1.1903280e-01  2.7002254e-01
 -1.4584053e-01 -2.2959994e-02  3.8397881e-01 -3.5561097e-04
 -1.7572112e-01 -2.5244078e-01  3.7739924e-01 -7.0417840e-03
  2.8447106e-01  3.6443660e-01  3.4444445e-01 -1.5359111e-01
  8.8354677e-02 -2.1077766e-01 -3.4044814e-01  1.7048368e-01
 -3.1774841e-02 -5.7923030e-02 -2.0092800e-01 -5.1324439e-01
  6.1473325e-03 -9.0218559e-02  1.9153237e-01  1.7845730e-01
 -3.2680988e-02  6.3225806e-02  1.4008248e-01  3.9780542e-02
 -7.6838158e-02 -1.2721875e-01  1.8879576e-02 -5.9161313e-02
  1.1627431e-01 -7.6550692e-02 -1.9839941e-01 -6.3005432e-02
  2.7332270e-01  3.2641178e-01 -8.6547114e-02  1.7725033e-01
  2.2386363e-01  8.7209987e-03  3.4363008e-01  1.2641992e-01
  4.7378772e-01 -9.7421892e-02 -2.2744989e-01 -4.3600506e-01
 -3.8546868e-04 -2.7344568e-02  1.2175435e-01  2.8817332e-01
  9.8098360e-02 -5.1544940e-01  2.5031409e-01  1.6245766e-01
  2.6153892e-01 -3.4565681e-01  2.5909579e-01  8.4037930e-02
 -2.0523185e-01  2.3539166e-01 -2.3021555e-02  2.1439204e-01
  5.0245333e-02  3.2058582e-01 -3.2976487e-01 -5.0362028e-02
  1.2021683e-02  2.9577702e-01 -3.5917163e-02 -1.9859141e-01
  3.5473734e-01  5.3502757e-02 -2.2440661e-01 -1.2188637e-02
  6.7483664e-02  1.3737486e-01 -2.6813692e-01  2.5701591e-01]","[-0.28623894  0.10783754 -0.35233897  0.35546684  0.21150282 -0.00394598
  0.4700177  -0.10855193 -0.17297325  0.09786466 -0.11519774 -0.26272792
 -0.11382703  0.19204871  0.2941025  -0.1521676  -0.19118376 -0.17757727
 -0.09537864  0.45959726 -0.16312742  0.09424971  0.30941436 -0.12263484
 -0.3153009  -0.22089863  0.17463852 -0.10420882  0.48235214  0.437082
  0.04318159 -0.12408835  0.01861668 -0.22060052 -0.2804935   0.10350053
 -0.08112122  0.00713614 -0.15792118 -0.5805295   0.07283916 -0.09312773
  0.27437475 -0.06718708  0.11934885  0.08621441 -0.27405497  0.03770786
 -0.13192523 -0.21627636 -0.10771266  0.01217462  0.10003269 -0.16070634
 -0.10598636 -0.03160479  0.22441843  0.3407298   0.08731131  0.18672383
  0.2053468  -0.02143523  0.33888277  0.09716117  0.3387608   0.02134116
 -0.14097786 -0.46716964  0.0522554  -0.02283815 -0.07024404  0.23286808
  0.17606965 -0.5015082   0.18126447  0.00331799  0.3090989  -0.36231977
  0.19956864  0.02233844  0.01756728  0.23467945  0.00800226 -0.05089583
 -0.02160223 -0.01513073 -0.24748598  0.0756776  -0.14685385  0.3130123
  0.06387061 -0.21251974  0.14378631  0.02821283  0.05355338 -0.11207111
  0.24500106  0.11170352 -0.09907313  0.00926496]"
28902927_62466340,28902927_62469232,"[-3.18565160e-01  2.97109157e-01  1.62366077e-01 -3.78855467e-02
 -2.05001846e-01 -9.78017151e-02 -4.88475263e-02  2.69269720e-02
  1.68226585e-01  2.11129010e-01 -1.17647596e-01 -6.17435947e-02
  1.03738748e-01 -1.69982836e-01  1.59118250e-01  1.53624900e-02
  2.01008499e-01  1.83769107e-01  6.33410513e-02  7.53620565e-02
 -7.83315599e-02 -6.21387772e-02  4.29072559e-01 -6.46772981e-02
 -2.22775444e-01  7.83145577e-02 -4.07486856e-02 -5.75500503e-02
  1.38016492e-01  7.90687442e-01 -1.17971405e-01 -2.22194493e-01
  2.65315235e-01  3.19725990e-01 -2.99952030e-01  2.92323381e-01
  1.58097334e-02 -9.38935727e-02 -1.65979147e-01 -3.15531582e-01
 -5.18933758e-02 -5.93721643e-02  3.97130102e-01  1.31728247e-01
  2.50244755e-02 -2.63478875e-01 -8.28994215e-02 -4.58024479e-02
 -2.02766106e-01  5.94299696e-02 -1.75660998e-01 -1.73478261e-01
  1.32444233e-01 -3.34929585e-01  4.37270142e-02  1.67603105e-01
  6.52961612e-01 -4.13572445e-04  6.43990934e-02  1.44363821e-01
  1.53603584e-01  8.30157325e-02  3.32046926e-01 -2.31864125e-01
  2.49340460e-01  2.94394016e-01 -1.24512017e-01 -5.18300533e-01
  2.34357268e-02  6.38424605e-02 -1.94576830e-01  3.08794022e-01
  2.95360923e-01 -5.11625171e-01 -1.67624056e-01 -3.82374436e-01
  1.13161840e-01 -3.99541378e-01 -1.73135251e-01 -1.15856469e-01
 -1.13334306e-01  1.35341272e-01  7.13240867e-03 -5.76139688e-02
 -8.65037292e-02  3.10614228e-01 -2.62830198e-01 -2.74526477e-01
 -1.62738249e-01  3.47319335e-01 -4.22116399e-01  2.88507231e-02
 -2.97712814e-02  2.78144181e-01  2.36958683e-01  1.28836751e-01
  1.70259312e-01 -6.40977919e-02 -1.62172705e-01  5.71819618e-02]","[-0.21192367  0.04151797 -0.00536004  0.08907554 -0.39909786 -0.10969048
  0.14975405  0.27721235  0.306534    0.2721166  -0.06035568  0.26104513
  0.18575788  0.2902598  -0.01957586 -0.00109307  0.2446498   0.11858297
  0.21737653  0.12269066  0.22580151 -0.01064396  0.19111876 -0.16325144
 -0.19935009  0.24660663  0.07046827  0.00441403  0.33264643  0.33798543
 -0.252569   -0.1863986  -0.02539584  0.32848403 -0.3684309   0.14521904
 -0.03107391 -0.18477623 -0.209834   -0.2912617  -0.0116393   0.1329621
  0.28046376  0.11518279  0.07490055 -0.24081096 -0.02426918 -0.16059166
 -0.22004016 -0.03772616 -0.23509158 -0.04027313  0.2274996  -0.40174994
 -0.08594205  0.06280489  0.56231433  0.0551714   0.0714336   0.1703531
  0.01798107 -0.13941087  0.05326779 -0.37682325  0.07980915  0.42893228
  0.1591829  -0.40542734 -0.04911643 -0.14300078 -0.08716011  0.24690752
  0.36433735 -0.48943353 -0.30051413 -0.296457    0.3983427  -0.05754703
 -0.20106879 -0.17374438  0.12875926 -0.04447006  0.18095218 -0.16278684
 -0.03126813 -0.03945172 -0.15910187 -0.13887647 -0.14275472  0.12205037
 -0.33942693 -0.21214487 -0.13889927  0.20207816  0.21943226 -0.04476031
 -0.14456765 -0.3198248  -0.0863011  -0.03536827]"
28930322_62463848,28930322_62472280,,
28934737_62464913,28934737_62472936,,
28933106_62464881,28933106_62471339,"[ 0.0363674   0.18356372 -0.6413907   0.2733312  -0.11901484  0.3230751
  0.35844684 -0.14826323  0.20364521 -0.26839167 -0.2139549  -0.29749265
  0.23424323 -0.0345951   0.32066682 -0.40986896 -0.21644588 -0.5859511
  0.17369792  0.35527766  0.26881295 -0.2713567  -0.08333721 -0.42933434
 -0.09882511 -0.1039746   0.28844002 -0.66845185  0.60154957  0.2846799
  0.26446506 -0.09972402 -0.07153632 -0.2610978  -0.09087104 -0.19190691
  0.02814031 -0.3228511  -0.02428214  0.24600421 -0.01897463  0.07902338
  0.00473962  0.21897286 -0.22763717  0.23134346 -0.68465567  0.08919828
  0.03326565 -0.7498919  -0.5440036  -0.5204369   0.2986117  -0.3168003
 -0.09490132 -0.30689496 -0.3784272   0.13116555  0.00911575 -0.02314364
  0.4967059  -0.04793954  0.03665558  0.37795642  0.20181511  0.04321218
 -0.30227256  0.02682493 -0.2158002  -0.19589014 -0.58109736 -0.16931972
  0.33850205 -0.16389455  0.7468319   0.45072952  0.41174337 -0.37457776
  0.09264077  0.20866638 -0.1975506  -0.35110202 -0.08022956 -0.06434393
 -0.02435927  0.03176776 -0.06403743  0.16771623 -0.1899814   0.27745393
  0.0992868  -0.34652737 -0.0658118   0.5655936  -0.12964046  0.20864928
  0.29658648  0.01071936 -0.42896044 -0.2931438 ]","[ 0.1130304   0.17336582 -0.5627765   0.20611091 -0.29793012  0.20778854
  0.18969533 -0.08099041  0.24252748 -0.11912219 -0.14955232 -0.192131
  0.26558876  0.00698277  0.19789888 -0.27254158 -0.21511765 -0.5391142
  0.16319793  0.26492408  0.42167175 -0.33219904 -0.01967896 -0.36627153
 -0.1603481  -0.09966629  0.21389169 -0.6020615   0.68426806  0.30668578
  0.05793882 -0.18603058 -0.13342984 -0.09231804 -0.18280947 -0.14027199
  0.07243576 -0.37326723  0.03043241  0.16694705  0.09969034  0.09773877
  0.06552517  0.29748634 -0.20283575  0.21597412 -0.6093074   0.00575157
 -0.04783907 -0.66703594 -0.48496065 -0.46209884  0.26178595 -0.41033906
 -0.07622766 -0.3584838  -0.3055355   0.05340238 -0.03900182 -0.02085464
  0.42177352 -0.0333953   0.06868893  0.31337398  0.13751028  0.09776258
 -0.17017624 -0.00650843 -0.13615116 -0.23792723 -0.6179324  -0.14340816
  0.37196702 -0.27424422  0.58393806  0.397407    0.4482765  -0.39205948
  0.04859978  0.10532996 -0.27178594 -0.3982856   0.00359751 -0.12202625
 -0.04018554  0.09848541 -0.0689655   0.13570693 -0.20184286  0.31273866
 -0.04822584 -0.31557393 -0.14741482  0.60222423 -0.05361686  0.23633313
  0.26828226 -0.07880197 -0.40914032 -0.23726106]"
28924082_62464415,28924082_62468415,,
28920217_62463598,28920217_62466248,"[-0.22537252  0.28310633  0.26331595  0.16096117  0.12019751  0.00639226
  0.21169423 -0.19927025  0.1469519  -0.24341814  0.238236    0.02999295
 -0.11739099 -0.08313823 -0.01734903 -0.07254283  0.2172681  -0.06580807
  0.49804136  0.01779934 -0.41893008  0.02534718  0.46211973  0.06384433
 -0.70164615 -0.41288272  0.05369771 -0.12270349  0.00599253  0.01011786
 -0.0852686   0.19139804  0.03311559 -0.24746884  0.06592905  0.0826145
 -0.25702026 -0.43514955 -0.55398303 -0.27265424 -0.19767225 -0.14668725
  0.3725878   0.074604   -0.2594461  -0.127168    0.67396235  0.03529626
 -0.08625723 -0.2531664   0.06848928 -0.3017388   0.3222392  -0.03238046
  0.39191884  0.3013618   0.43014663  0.24928993  0.24816045 -0.07793466
  0.23827246  0.02937855  0.13271542  0.36934677  0.7536762   0.23517787
 -0.44224504 -0.43106094 -0.17629893 -0.45302093 -0.06736046 -0.10911976
  0.08705959 -0.23906739 -0.03815411 -0.01562824 -0.20040846  0.06509545
  0.17602658 -0.1683364   0.21144608  0.08113153 -0.10552561  0.4063886
 -0.2686515  -0.13817723 -0.29662168  0.13976225  0.21159026 -0.02589295
 -0.03219692 -0.09691646  0.26767904  0.05001632 -0.08035988  0.20928763
 -0.06433745  0.01163817 -0.45410615  0.15238881]","[-0.07212799  0.18863048  0.2988758  -0.01117426 -0.294293    0.07302017
  0.20297831  0.1254854  -0.00415342  0.00476984  0.19475469  0.30453637
 -0.15444115  0.14805648  0.15188926 -0.05425914  0.4826298  -0.0496191
  0.43496343 -0.05830368 -0.20187272 -0.03941181  0.31692117 -0.0865287
 -0.6236644  -0.22377592 -0.32927856 -0.18945323  0.2587688  -0.12595326
 -0.29325184  0.10952044 -0.22452517 -0.0775914  -0.09723988  0.10948014
 -0.08782831 -0.30027908 -0.37866294 -0.3757754  -0.21928562  0.02547772
  0.4567498   0.08281105 -0.14060451 -0.12688068  0.45799658 -0.06886325
 -0.24957028 -0.05796515 -0.0646856  -0.24281758  0.3726095  -0.18429373
  0.4064228   0.0770935   0.3475701   0.21828678  0.15849    -0.14414191
  0.28225154  0.152353    0.08358653  0.22536705  0.6117489   0.4369896
 -0.32328302 -0.2707938  -0.01675593 -0.37696356 -0.19335078 -0.15981403
  0.30401552 -0.09750202 -0.20987192 -0.24172999 -0.15189204  0.07516511
  0.08867585 -0.22357087  0.33217856  0.14334495  0.13030086  0.21223868
 -0.3440255  -0.3136976  -0.23465648  0.10478953  0.00829106  0.01789828
  0.03575176 -0.11177126  0.05354653 -0.00929518  0.1416407   0.16036807
 -0.13665876 -0.16875374 -0.23925044 -0.04727053]"
28935267_62465036,28935267_62471402,,
28927867_62464343,28927867_62468315,,
28932176_62467427,28932176_62471477,,
28936389_62464087,28936389_62468745,,
28906647_62482123,28906647_62482995,,
28896570_62465813,28896570_62470875,"[-0.50692487  0.30613142 -0.23326702  0.24295571  0.38720042  0.02782585
  0.39428484 -0.20309713 -0.14333035 -0.13016945  0.05495898 -0.43241414
 -0.08538181 -0.30016354  0.15381458 -0.27220288 -0.24431401  0.09413049
  0.35904872  0.24202868 -0.18851733  0.00541711  0.3383744  -0.09656951
 -0.25416413 -0.04051598  0.10489607 -0.11861785 -0.07130427  0.06077405
  0.32951832 -0.22341894 -0.0232315  -0.255178    0.10279992 -0.24107483
 -0.27153885 -0.21304612 -0.22316866 -0.18194231  0.15920983 -0.10243252
  0.2662846   0.05916966 -0.47328538  0.03896975  0.13705453  0.33480904
 -0.26137707 -0.40672168  0.1446905  -0.08834083  0.06592612  0.0926824
 -0.10320777  0.06817034  0.06692057  0.45831227 -0.1323462   0.4181863
  0.1671395  -0.08195968  0.30256033  0.19180644  0.5449289  -0.1135461
 -0.01346533 -0.16125254 -0.23927201 -0.18737337  0.0787439   0.15354705
  0.08156183  0.02842193  0.41894564  0.37239316  0.07280868 -0.08181528
  0.22360097  0.04066349 -0.00599299 -0.02126745 -0.10687584  0.06860455
  0.07750612 -0.00982386 -0.09056611 -0.05003598 -0.0625973   0.0864058
  0.05599133 -0.22336294  0.09542647 -0.02592857 -0.06218181  0.22229527
  0.31542817  0.15841526 -0.39299613  0.14950591]","[-0.3503457   0.20995724 -0.24826084  0.26154166  0.13426141 -0.05600002
  0.4492798  -0.10440054 -0.1895748   0.07607036 -0.21375592 -0.29621035
 -0.21559918  0.05260536  0.32123983 -0.33140764 -0.11353446 -0.05722265
  0.13091157  0.33819747 -0.04071432 -0.06294532  0.19150443 -0.19061151
 -0.25167874 -0.07418242 -0.07280429 -0.10286492  0.24105422  0.12298067
  0.326122   -0.27134663 -0.14059329 -0.15885206 -0.02270523 -0.15039249
 -0.28239757 -0.15250093 -0.1474655  -0.31091362  0.09258246 -0.11882222
  0.30412623  0.11064696 -0.27922815  0.03858532 -0.05406759  0.19938141
 -0.19173437 -0.12949514 -0.06855965 -0.06637421  0.22125258 -0.17631218
  0.04710292  0.08841407  0.07816171  0.46925876  0.10363026  0.21482742
  0.1588166   0.09819601  0.2996791   0.20238101  0.35282198  0.08079761
 -0.10424757 -0.1558631  -0.076208   -0.20025672 -0.00485558  0.1032351
  0.23286512 -0.05744523  0.19100091 -0.02961991  0.17159295  0.0200786
  0.12703545  0.09601082  0.15847962  0.02032632  0.03774232 -0.07190169
  0.03740225 -0.10724334 -0.15814213  0.12725067 -0.2888415   0.10760887
  0.1429452  -0.23317802 -0.12179754 -0.01344236  0.08003416  0.03409444
  0.2580302   0.00054163 -0.23514664 -0.05894325]"
28934970_62464111,28934970_62467497,"[-0.42523348  0.24642646 -0.06555942  0.50245464  0.8100382   0.15978508
  0.3579383  -0.28953606 -0.30542725 -0.4404918   0.22313048 -0.14160725
  0.17268299  0.0973423  -0.11270334  0.05282086 -0.18893638  0.12906489
 -0.15726832  0.43538952 -0.09586409 -0.1427369   0.33316138 -0.15598384
  0.02009531  0.42538542  0.5938695  -0.233082    0.06720516  0.47306412
  0.68801624 -0.27221924  0.03368819  0.06948368 -0.40141627  0.14949508
 -0.09408284  0.41898876 -0.21394537 -0.28311017 -0.81935304  0.1757908
 -0.06349345 -0.16628487  0.03386787  0.3933753   0.44327405  0.19901498
  0.20132071  0.04216413 -0.06282437  0.08984477 -0.34489873 -0.25547725
 -0.21012895 -0.018722    0.07394171  0.5346083  -0.15314838 -0.02138611
  0.4364747  -0.02153344  0.21495765  0.01279286  0.46406475 -0.13274223
  0.0118862  -0.4218505  -0.11112548 -0.09317271  0.39203972  0.15021248
  0.11412735 -0.44652754  0.11924034  0.03659877  0.6842849  -0.23512873
  0.45221156 -0.04387955 -0.16736482  0.0404535   0.503579    0.09716905
 -0.0399097   0.3549756  -0.13429326 -0.05677643 -0.25679347  0.43698344
 -0.57896644 -0.310338    0.01940647  0.57141536 -0.17493682 -0.36358318
  0.08218907  0.3931963  -0.01408358 -0.16637382]","[-0.44051814 -0.12159894 -0.28612906  0.2756307   0.67179537  0.3704347
  0.3799888  -0.03469509 -0.2489839  -0.21053065  0.32468498 -0.08175095
  0.02777888 -0.04858743 -0.0393958   0.01560653 -0.06577851  0.10089135
 -0.093816    0.45545128  0.21481752 -0.1683841   0.33371824 -0.5656762
 -0.00299754  0.36134988  0.45842493 -0.12512912  0.26149878  0.567649
  0.5142195  -0.3786959  -0.21386485  0.05941011 -0.28897142 -0.05538728
  0.07749588  0.6388316  -0.10664024 -0.18236655 -0.3892228   0.09356054
 -0.07353294 -0.27564377  0.44889516  0.27513722  0.21174785  0.232025
 -0.09032908 -0.11473387 -0.20285346  0.33229327 -0.17271093 -0.44340628
 -0.16373274 -0.06622829 -0.02356948  0.4617633  -0.13484682 -0.03488927
  0.26907393 -0.14189382  0.26146677 -0.0105211   0.34964624 -0.11873053
  0.1915495  -0.26318535 -0.11242532 -0.18802173  0.09894448  0.06640702
  0.3081     -0.27945867  0.1871531  -0.04173693  0.48099554 -0.18623637
  0.22397053  0.0911281   0.08647984  0.00599152  0.47876734 -0.22268485
 -0.02811317  0.3038951  -0.10165669  0.05019482 -0.25404325  0.3932547
 -0.5185188  -0.26772487  0.13157631  0.50334686 -0.07736782 -0.31641182
  0.3842383   0.2777768  -0.03431679 -0.3828885 ]"
28933182_62485834,28933182_62469368,,
28925315_62465539,28925315_62469631,,
28922830_62463763,28922830_62471530,"[-0.5865951   0.32321188 -0.02570972  0.07097223  0.16164213 -0.19452393
  0.12430719 -0.10521349  0.11143573 -0.00514907  0.19400774 -0.26464123
  0.26731145 -0.4212425  -0.06923147  0.14330061 -0.3187846   0.31458396
  0.3432015   0.05825596  0.13170728  0.20073059  0.5245101   0.11537001
 -0.03746023  0.08658891  0.31431738 -0.06906654 -0.2681247   0.44846484
  0.08562488 -0.12486617  0.353803    0.17235321 -0.14985727  0.03128708
 -0.13349661 -0.3387632  -0.31561893 -0.09130104  0.09841918 -0.0491534
  0.24782006  0.13486926 -0.31968132 -0.26314563  0.3378407   0.15527272
 -0.05966836 -0.23511943  0.12914768 -0.0676285  -0.0227126   0.01525933
 -0.13877562  0.10214162  0.5014244  -0.00816966 -0.20697759  0.43767884
  0.17739153 -0.20631601  0.19767192 -0.16557464  0.23876853  0.02137255
  0.05649795 -0.38024396 -0.17842422 -0.19027978  0.04593191  0.31652394
 -0.01151019 -0.10215231  0.2129719   0.2681963   0.04465565 -0.17876504
 -0.07598074  0.01288748 -0.27118605  0.03476444 -0.29340145  0.2375614
  0.2526875   0.42843005 -0.10411569 -0.31602606  0.15322226  0.1528199
 -0.34564856 -0.07872628  0.13295524  0.10939696 -0.1820351   0.42669606
  0.19801141  0.08298306 -0.53490156  0.34571522]","[-0.32313195  0.1386653  -0.09307999  0.03218794 -0.15826696 -0.11102416
  0.15355442  0.08291043  0.2512889   0.10147136  0.01652631 -0.13367032
 -0.01171628 -0.11396709  0.13233048 -0.10253367 -0.1657295   0.19362304
  0.27786994  0.16192588  0.21827398  0.14253065  0.29529968 -0.0219076
 -0.18059324  0.10420269 -0.0258406  -0.2329096   0.01852098  0.34102568
 -0.08076809 -0.13502188  0.06365152  0.18539448 -0.06635383 -0.06059412
 -0.20431417 -0.24211435 -0.29730946 -0.10321721  0.16066064 -0.03807245
  0.28374153  0.11352962 -0.21329446 -0.2282605   0.05371348  0.17819756
 -0.01754797 -0.05757513 -0.1215515  -0.03193161  0.18663631 -0.3664456
  0.01354086  0.21013196  0.495002    0.04272942  0.07721435  0.08091337
  0.04149365 -0.11608166  0.1938045  -0.08210841  0.12402135  0.24398173
 -0.01004427 -0.28186396 -0.13671276 -0.35665998 -0.0864262   0.06152933
  0.23809367 -0.03000178  0.02016169 -0.0963216   0.04336569 -0.02490773
 -0.30235466  0.10376852  0.21874447 -0.06241696 -0.11906367  0.02144814
  0.1346725   0.10917794 -0.0787802  -0.12167717 -0.16325185  0.04033442
 -0.25403452 -0.19101126 -0.17985305  0.06953871  0.07639121  0.21329601
  0.3052891  -0.09481562 -0.38375902 -0.03204853]"
28893554_62478278,28893554_62479877,,
28904354_62464270,28904354_62467200,,
28933276_62464302,28933276_62470852,,
28932734_62465102,28932734_62470613,,
28935318_62465721,28935318_62468793,,
28915843_62464160,28915843_62467915,,
28904855_62465136,28904855_62500113,"[-0.74684674  0.38799596 -0.01732857  0.5278141   0.5188947  -0.02197274
  0.64762425 -0.31454134  0.13005137 -0.24786235 -0.17687704  0.03999471
  0.02638529 -0.1255775  -0.11919133 -0.23017305 -0.14417219 -0.3411096
  0.58962363  0.5113268   0.00373641  0.22351958  0.03855406 -0.12904678
  0.05798672 -0.10431262  0.33128515 -0.41503042 -0.17440473  0.16145259
  0.17273396  0.02650885  0.26004264 -0.0488017  -0.29032266  0.21961969
  0.11926328  0.05611552 -0.39710563 -0.1123298   0.05338628  0.03504617
  0.11211295 -0.18191038 -0.02792418  0.15142885 -0.14613922  0.2779503
 -0.33514422 -0.3930042   0.11395279  0.01555132 -0.1701924   0.01793427
 -0.14365338  0.02709667  0.3685445   0.2899323  -0.05445522  0.28207204
  0.11654637  0.04073368 -0.31062168  0.29590353  0.4469308  -0.1807028
 -0.08519318 -0.60593843 -0.14526704 -0.07119387 -0.07678159  0.15828224
  0.26457503 -0.42049864  0.17942707  0.18839653  0.55956596 -0.04238346
 -0.6202599   0.17341529 -0.03480375 -0.31672812  0.12759417  0.01929756
  0.22772063  0.21314824 -0.42620504  0.14140238 -0.06888746  0.23935603
  0.13401355 -0.33186114  0.2648675   0.07108007  0.14337079 -0.00435065
  0.03157958 -0.03133715 -0.29355645  0.07983436]","[-0.55882525  0.31943733 -0.04280576  0.5396468   0.22049712  0.0477972
  0.75771475 -0.11089887  0.07534964 -0.22590943 -0.09952337  0.2271223
 -0.07332651  0.02878253 -0.13112833 -0.03769093 -0.11013517 -0.29307532
  0.5703643   0.44495237  0.1189732   0.19319427 -0.02211646  0.10861762
 -0.0071672   0.03798522  0.19540593 -0.3792779  -0.05861808  0.19011159
 -0.10382693  0.20974036  0.12748164 -0.17273185 -0.24608529  0.24139062
  0.11968287  0.03853219 -0.36829498 -0.12150748  0.07979964  0.04456742
  0.09674884 -0.20362662 -0.17982312  0.16817524 -0.21235323  0.1432357
 -0.41377935 -0.30228534  0.12610519  0.17954029 -0.16031055  0.0469733
 -0.21445382 -0.0528537   0.2319472   0.183452   -0.16959006  0.05797965
  0.15323858 -0.09328499 -0.23020259  0.23404422  0.33657524 -0.22178642
  0.01012464 -0.48779362 -0.10177391 -0.06881084 -0.02264755  0.19406718
  0.27470925 -0.3177129   0.11349242  0.19627239  0.4708273  -0.14228028
 -0.5151073   0.1684695  -0.14552654 -0.5137923   0.21414909  0.02340579
  0.1688924   0.07500246 -0.39151978  0.08829864  0.02115488  0.15269662
  0.17270236 -0.36498213  0.26260522  0.05346322  0.07777012 -0.0847972
  0.07043322 -0.20755263 -0.1778093   0.07447556]"
